appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
749080,Mystery Case Files: The Revenant's Hunt Collector's Edition,2017-11-21,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,0,1,3,0,0,0-20000,7.19
757030,Christmas Stories: A Christmas Carol Collector's Edition,2017-12-01,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,6,0,0,0,0-20000,7.19
758580,Grim Tales: The Wishes Collector's Edition,2017-12-04,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,5,0,0,0,0-20000,7.19
758590,League of Light: Silent Mountain Collector's Edition,2017-12-06,1,Mariaglorum,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,7.19
758600,Christmas Stories: Hans Christian Andersen's Tin Soldier Collector's Edition,2017-12-08,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,2,0,0,0-20000,7.19
758610,Botanica: Earthbound Collector's Edition,2018-01-08,1,Boomzap Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
758620,Shadow Wolf Mysteries: Bane of the Family Collector's Edition,2017-12-13,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
758630,Cadenza: The Kiss of Death Collector's Edition,2017-12-15,1,Mad Head Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,3,0,0,0,0-20000,7.19
758650,Haunted Train: Frozen in Time Collector's Edition,2017-12-20,1,Deep Shadows Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
770870,Queen's Tales: Sins of the Past Collector's Edition,2018-01-19,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
770880,Love Story: The Beach Cottage,2018-01-17,1,Media Art,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,5.19
770900,Off The Record: Liberty Stone Collector's Edition,2018-01-12,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,7.19
770920,Haunted Legends: The Undertaker Collector's Edition,2018-01-10,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,1,0,0,0-20000,7.19
786090,Rite of Passage: Hide and Seek Collector's Edition,2018-01-31,1,Mad Head Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
786100,Maestro: Notes of Life Collector's Edition,2018-02-02,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
796050,The Agency of Anomalies: Mind Invasion Collector's Edition,2018-02-07,1,Orneon,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,3,2,0,0,0-20000,7.19
796060,Riddles of Fate: Memento Mori Collector's Edition,2018-02-09,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,7.19
796070,PuppetShow: Return to Joyville Collector's Edition,2018-02-05,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
796090,Danse Macabre: Deadly Deception Collector's Edition,2018-02-14,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
796100,Haunted Halls: Fears from Childhood Collector's Edition,2018-02-16,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,3,1,0,0,0-20000,7.19
805020,Mayan Prophecies: Blood Moon Collector's Edition,2018-02-28,1,EleFun Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
805030,Love Chronicles: Salvation Collector's Edition,2018-03-02,1,Vendel Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual,0,2,0,0,0,0-20000,7.19
805040,European Mystery: Flowers of Death Collector's Edition,2018-03-05,1,Blam! Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
815540,Awakening: The Skyward Castle Collector's Edition,2018-03-09,1,Boomzap Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
815550,Surface: Alone in the Mist Collector's Edition,2018-03-07,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
815560,Dead Reckoning: The Crescent Case Collector's Edition,2018-03-12,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
815570,Witches' Legacy: Hunter and the Hunted Collector's Edition,2018-03-28,1,EleFun Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
815580,Dark Parables: Return of the Salt Princess Collector's Edition,2018-03-16,1,Blue Tea Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,6,0,0,0,0-20000,7.19
826370,Spirits of Mystery: The Silver Arrow Collector's Edition,2018-03-30,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
826420,Dark Romance: Heart of the Beast Collector's Edition,2018-04-06,1,Domini Games,Big Fish Games,windows,0,Single-player;Steam Achievements,Adventure;Casual,Adventure;Casual;Hidden Object,24,1,0,0,0,0-20000,7.19
826430,Twilight Phenomena: The Incredible Show Collector's Edition,2018-04-09,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
838700,Azada: Ancient Magic,2018-04-20,1,Big Fish Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual,0,3,0,0,0,0-20000,5.19
838720,Mystery Tales: Alaskan Wild Collector's Edition,2018-04-23,1,Domini Games,Big Fish Games,windows,0,Single-player;Steam Achievements,Adventure;Casual,Adventure;Casual;Hidden Object,22,1,0,0,0,0-20000,7.19
838730,Grim Tales: The Stone Queen Collector's Edition,2018-04-27,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,3,0,0,0,0-20000,7.19
866730,Love Story: The Way Home,2018-06-08,1,Media Art,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,5.19
887930,PuppetShow™: Destiny Undone Collector's Edition,2018-07-18,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,0,1,0,0,0-20000,7.19
887950,Danse Macabre: Thin Ice Collector's Edition,2018-07-25,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,0,1,0,0,0,0-20000,7.19
887960,Mystery Case Files: Rewind Collector's Edition,2018-07-23,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,0,6,1,0,0,0-20000,7.19
896970,Haunted Halls: Revenge of Doctor Blackmore Collector's Edition,2018-07-27,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,1,0,0,0-20000,7.19
896990,Dark Tales: Edgar Allan Poe's The Tell-Tale Heart Collector's Edition,2018-08-01,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,1,0,0,0-20000,7.19
897000,Love Chronicles: A Winter's Spell Collector's Edition,2018-08-03,1,Vendel Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
897010,Surface: Return to Another World Collector's Edition,2018-08-06,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
897020,Awakening: Moonfell Wood,2018-08-10,1,Boomzap Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,1,0,0,0-20000,5.19
926070,Fear for Sale: City of the Past Collector's Edition,2018-09-17,1,EleFun Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
926090,Reflections of Life: Tree of Dreams Collector's Edition,2018-10-08,1,Grandma Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,0,1,0,0,0-20000,7.19
940990,Grim Facade: The Artist and The Pretender Collector's Edition,2018-10-17,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
941000,Witches' Legacy: Lair of the Witch Queen Collector's Edition,2018-10-19,1,EleFun Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
941030,Spirits of Mystery: Chains of Promise Collector's Edition,2018-10-22,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
956400,Grim Tales: Bloody Mary Collector's Edition,2018-11-16,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,1,0,0,0-20000,7.19
971060,Mystery Case Files: The Countess Collector's Edition,2018-11-27,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,0,2,0,0,0-20000,10.99
971070,Dark Parables: The Match Girl's Lost Paradise Collector's Edition,2018-11-02,1,Blue Tea Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
971090,Hidden Object: Home Makeover,2018-11-29,1,Tamalaki,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual,0,0,1,0,0,0-20000,7.19
995910,Redemption Cemetery: Children's Plight Collector's Edition,2019-02-01,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,2,0,0,0-20000,10.29
1030190,Amaranthine Voyage: The Orb of Purity Collector's Edition,2019-03-15,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,10.29
1055690,Awakening: The Dreamless Castle,2019-04-05,1,Boomzap Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
433360,Drawn™: Dark Flight,2016-01-19,1,Big Fish Studios,"Big Fish Games, Inc.",windows,0,Single-player;Steam Trading Cards,Adventure;Casual,Adventure;Casual;Hidden Object,0,6,6,0,0,0-20000,6.99
2590,Alpha Prime,2007-11-07,1,Black Element,Bohemia Interactive,windows,0,Single-player,Action,Action;FPS;Sci-fi,0,610,523,0,0,200000-500000,2.99
2780,ARMA: Combat Operations,2008-03-12,1,Bohemia Interactive,Bohemia Interactive,windows,0,Single-player;Multi-player;Includes level editor,Action,Action;Simulation;Shooter,0,145,77,0,0,20000-50000,5.99
33900,Arma 2,2009-06-29,1,Bohemia Interactive,Bohemia Interactive,windows,0,Single-player;Multi-player;Co-op;Captions available;Partial Controller Support;Includes level editor,Action;Simulation;Strategy,Simulation;Military;Action,0,1728,357,752,1263,1000000-2000000,7.99
33930,Arma 2: Operation Arrowhead,2010-06-29,1,Bohemia Interactive,Bohemia Interactive,windows,18,Single-player;Multi-player;Co-op;Captions available;Partial Controller Support;Includes level editor,Action;Simulation;Strategy,Simulation;Action;Military,0,17683,1519,8488,1120,2000000-5000000,11.99
33950,Fish Fillets 2,2010-11-05,1,Altar Games,Bohemia Interactive,windows,0,Single-player,Casual;Indie,Casual;Indie;Puzzle,0,151,56,0,0,100000-200000,3.99
33980,Pound of Ground,2010-11-05,1,Centauri Production,Bohemia Interactive,windows,0,Single-player;Steam Achievements;Steam Cloud;Stats,Action,Action;Zombies;Third-Person Shooter,26,78,49,0,0,20000-50000,8.99
33990,Alternativa,2010-11-05,1,Centauri Production,Bohemia Interactive,windows,0,Single-player;Steam Cloud,Adventure,Adventure;Point & Click;Sci-fi,0,83,86,0,0,20000-50000,9.99
65710,Pat & Mat,2010-11-05,1,Centauri Production,Bohemia Interactive,windows,0,Single-player;Steam Cloud,Casual,Cold War;Sexual Content;Casual,0,297,59,0,0,20000-50000,3.99
65730,Take On Helicopters,2011-10-27,1,Bohemia Interactive,Bohemia Interactive,windows,0,Single-player;Multi-player;Co-op;Captions available;Partial Controller Support;Includes level editor,Simulation,Simulation;Flight;Open World,0,340,260,2,4,200000-500000,11.99
65740,Carrier Command: Gaea Mission,2012-09-28,1,Bohemia Interactive,Bohemia Interactive,windows,16,Single-player;Steam Achievements;Captions available;Partial Controller Support;Stats,Action;Strategy,Strategy;Action;Sci-fi,45,362,442,81,81,200000-500000,19.99
65780,ARMA: Gold Edition,2011-07-13,1,Bohemia Interactive,Bohemia Interactive,windows,16,Single-player;Multi-player,Action;Simulation;Strategy,Simulation;Action;Military,0,548,209,22,22,500000-1000000,5.99
65790,ARMA: Cold War Assault,2011-08-08,1,Bohemia Interactive,Bohemia Interactive,windows,16,Single-player,Action;Simulation;Strategy,Simulation;Action;Strategy,0,3195,942,28,39,1000000-2000000,3.49
107410,Arma 3,2013-09-12,1,Bohemia Interactive,Bohemia Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Partial Controller Support;Steam Leaderboards;Includes level editor,Action;Simulation;Strategy,Simulation;Military;Multiplayer,104,105034,12524,18823,3621,2000000-5000000,29.99
200490,Memento Mori,2012-11-09,1,Bohemia Interactive,Bohemia Interactive,windows,16,Single-player,Adventure,Adventure;Point & Click;Singleplayer,0,68,48,4,4,20000-50000,9.99
221100,DayZ,2018-12-13,1,Bohemia Interactive,Bohemia Interactive,windows,18,Multi-player;Online Multi-Player;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled,Action;Adventure;Massively Multiplayer,Survival;Zombies;Open World,0,118435,77169,7235,2798,2000000-5000000,33.99
224860,Arma Tactics,2013-10-01,1,Bohemia Interactive,Bohemia Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Strategy,Strategy;Turn-Based;Indie,0,239,514,76,76,200000-500000,5.99
235320,Original War,2014-01-27,1,Altar Games,Bohemia Interactive,windows,0,Single-player;Multi-player;Steam Achievements;Captions available;Steam Cloud,Indie;Strategy,Strategy;RTS;Real-Time with Pause,22,923,66,232,232,100000-200000,3.99
237950,UFO: Afterlight,2014-01-06,1,Altar Games,Bohemia Interactive,windows,0,Single-player;Captions available,Indie;Strategy,Strategy;Tactical;Sci-fi,0,210,140,2380,2380,200000-500000,4.99
237970,Memento Mori 2,2014-05-13,1,Centauri Production,Bohemia Interactive,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie,Adventure;Indie;Point & Click,15,56,22,0,0,20000-50000,16.99
244030,Take On Mars,2017-02-09,1,Bohemia Interactive,Bohemia Interactive,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support,Simulation,Simulation;Space;Mars,40,850,660,13,13,50000-100000,20.99
289320,"Fairy Tale About Father Frost, Ivan and Nastya",2014-04-30,1,Bohemia Interactive,Bohemia Interactive,windows,0,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Point & Click,0,32,15,0,0,0-20000,1.99
298610,Ylands,2017-12-06,1,Bohemia Interactive,Bohemia Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;In-App Purchases;Partial Controller Support;Includes level editor,Adventure;Casual;Early Access,Early Access;Survival;Multiplayer,0,1900,847,457,457,100000-200000,13
530700,Argo,2017-06-22,1,Bohemia Interactive,Bohemia Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Partial Controller Support;Includes level editor,Action;Free to Play,Free to Play;Shooter;Multiplayer,0,4438,4973,182,37,2000000-5000000,0
594550,Arma: Cold War Assault Mac/Linux,2017-03-14,1,Bohemia Interactive,Bohemia Interactive,mac;linux,16,Single-player,Violent;Action;Simulation;Strategy,Simulation;Strategy;Action,0,40,10,0,0,0-20000,3.49
6510,Lost Planet™: Extreme Condition,2007-06-29,1,"CAPCOM Co., Ltd.",Capcom,windows,0,Single-player;Multi-player;Partial Controller Support;Valve Anti-Cheat enabled,Action;Adventure,Action;Adventure;Third-Person Shooter,0,569,178,74,74,200000-500000,9.99
6550,Devil May Cry® 3 Special Edition,2007-06-12,1,"CAPCOM Co., Ltd.",Capcom,windows,0,Single-player;Partial Controller Support,Action,Action;Hack and Slash;Great Soundtrack,0,1462,1052,90,90,200000-500000,15.99
21640,Flock!,2009-04-07,1,Proper Games,Capcom,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Casual;Strategy,Strategy;Casual;Puzzle,13,110,34,0,0,20000-50000,3.49
21660,Street Fighter® IV,2009-07-07,1,Capcom,Capcom,windows,0,Single-player;Multi-player;Partial Controller Support,Action,Fighting;Action;Arcade,0,295,126,0,0,100000-200000,13.99
21670,Bionic Commando,2009-07-28,1,Capcom,Capcom,windows,0,Single-player;Multi-player;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Adventure;Third Person,0,649,247,20,30,200000-500000,6.49
21680,Bionic Commando: Rearmed,2009-07-28,1,Capcom,Capcom,windows,18,Single-player;Shared/Split Screen;Partial Controller Support,Action,Action;Platformer;Remake,0,453,287,15,16,200000-500000,6.49
21690,Resident Evil™ 5/ Biohazard 5®,2009-09-15,1,Capcom,Capcom,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Action;Zombies;Co-op,70,9250,1618,868,532,1000000-2000000,13.99
45700,Devil May Cry 4,2009-12-22,1,Capcom,Capcom,windows,0,Single-player;Full controller support,Action;Adventure,Action;Hack and Slash;Character Action Game,0,1620,144,789,946,200000-500000,15.99
45710,Dark Void™,2010-01-22,1,Airtight Games,Capcom,windows,0,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Third-Person Shooter,0,218,230,143,143,50000-100000,6.49
45720,Lost Planet: Extreme Condition Colonies Edition,2010-02-11,1,"CAPCOM CO., LTD.",Capcom,windows,0,Single-player;Multi-player;Cross-Platform Multiplayer;Partial Controller Support,Action;Adventure,Action;Adventure;Third-Person Shooter,0,134,95,65,109,50000-100000,12.99
45730,Dark Void™ Zero,2010-04-12,1,Other Ocean Interactive,Capcom,windows,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure,Action;Adventure;Platformer,30,130,139,0,0,20000-50000,2.99
45740,Dead Rising® 2,2010-09-27,1,Capcom Vancouver,Capcom,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Zombies;Action;Open World,50,2713,934,1108,993,500000-1000000,14.99
45750,Lost Planet® 2,2010-10-15,1,"CAPCOM CO., LTD.",Capcom,windows,0,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Adventure,Action;Co-op;Third-Person Shooter,0,998,504,879,879,100000-200000,12.99
45760,Ultra Street Fighter® IV,2014-08-07,1,Capcom,Capcom,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Fighting;Arcade;Competitive,67,8247,1141,835,1056,500000-1000000,22.99
45770,Dead Rising 2: Off the Record,2011-10-11,1,Capcom Vancouver,Capcom,windows,18,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Zombies;Open World,50,1387,376,435,621,200000-500000,14.99
220440,DmC: Devil May Cry,2013-01-24,1,Ninja Theory,Capcom,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Action;Hack and Slash;Great Soundtrack,58,14820,956,533,558,1000000-2000000,23.99
221040,Resident Evil 6 / Biohazard 6,2013-03-21,1,Capcom,Capcom,windows,18,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action;Adventure,Action;Zombies;Co-op,70,14643,3904,1602,1245,1000000-2000000,19.99
222480,Resident Evil Revelations / Biohazard Revelations,2013-05-23,1,Capcom,Capcom,windows,16,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled,Action;Adventure,Action;Horror;Zombies,50,4962,975,683,764,500000-1000000,23.99
226720,LOST PLANET® 3,2013-08-26,1,Spark Unlimited,Capcom,windows,0,Single-player;Multi-player;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action,Action;Third-Person Shooter;Sci-fi,50,1597,1002,155,155,200000-500000,19.99
228300,Remember Me,2013-06-06,1,DONTNOD Entertainment,Capcom,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Cyberpunk;Action;Female Protagonist,50,9080,1815,276,238,500000-1000000,22.99
229480,Dungeons & Dragons: Chronicles of Mystara,2013-06-18,1,Iron Galaxy Studios,Capcom,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;RPG,Beat 'em up;Action;Arcade,24,785,180,0,0,100000-200000,11.99
235210,STRIDER™ / ストライダー飛竜®,2014-02-19,1,Double Helix Games;Capcom,Capcom,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Platformer;Metroidvania;Action,30,2127,401,324,418,500000-1000000,11.99
237630,DuckTales: Remastered,2013-08-13,1,WayForward,Capcom,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual,Platformer;Remake;Adventure,20,3198,523,240,313,200000-500000,11.99
254700,resident evil 4 / biohazard 4,2014-02-27,1,Capcom,Capcom,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Action;Adventure,Inventory Management;Survival Horror;Action,12,11260,2172,1073,938,500000-1000000,14.99
265550,Dead Rising 3 Apocalypse Edition,2014-09-05,1,Capcom Game Studio Vancouver,Capcom,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Action,Zombies;Action;Open World,88,7251,3060,596,522,500000-1000000,24.99
310950,Street Fighter V,2016-02-15,1,Capcom,Capcom,windows,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Action,Fighting;Multiplayer;Competitive,45,8300,8498,793,1203,500000-1000000,15.99
363440,Mega Man Legacy Collection / ロックマン クラシックス コレクション,2015-08-24,1,Capcom,Capcom,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Platformer;Classic,24,1595,384,10,11,100000-200000,11.99
367500,Dragon's Dogma: Dark Arisen,2016-01-15,1,Capcom,Capcom,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;RPG,RPG;Open World;Character Customization,59,12856,1688,1355,1137,1000000-2000000,23.99
390340,Umbrella Corps™/Biohazard Umbrella Corps™,2016-06-21,1,CAPCOM,CAPCOM,windows,18,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Zombies;Multiplayer,41,633,1663,342,342,200000-500000,14.99
427190,DEAD RISING®,2016-09-12,1,Capcom,Capcom,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Action;Zombies;Adventure,50,1595,190,166,166,100000-200000,15.99
493840,Marvel vs. Capcom: Infinite,2017-09-19,1,Capcom,Capcom,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;In-App Purchases;Steam Cloud;Stats;Steam Leaderboards,Action,Fighting;Action;Superhero,47,862,624,0,0,50000-100000,32.99
525040,The Disney Afternoon Collection,2017-04-18,1,Capcom;Digital Eclipse,Capcom,windows,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Action;Platformer;Classic,20,249,20,0,0,20000-50000,15.99
543460,Dead Rising 4,2017-03-14,1,"Capcom Game Studio Vancouver, Inc.",Capcom,windows,18,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Zombies;Action;Open World,104,1320,1512,340,526,100000-200000,19.99
209100,Resident Evil: Operation Raccoon City,2012-05-18,1,Slant Six Games,Capcom Co. Ltd,windows,0,Single-player;Multi-player;Co-op;Full controller support,Action,Action;Zombies;Multiplayer,0,1171,1079,237,237,100000-200000,22.99
495050,Mega Man Legacy Collection 2 / ロックマン クラシックス コレクション 2,2017-08-08,1,"CAPCOM CO., LTD","CAPCOM CO., LTD",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action,Action;Platformer;Classic,21,365,69,0,0,20000-50000,11.99
743890,Mega Man X Legacy Collection / ロックマンX アニバーサリー コレクション,2018-07-24,1,"CAPCOM CO., LTD","CAPCOM CO., LTD",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Platformer;Side Scroller,52,529,292,0,0,20000-50000,15.99
743900,Mega Man X Legacy Collection 2 / ロックマンX アニバーサリー コレクション 2,2018-07-24,1,"CAPCOM CO., LTD","CAPCOM CO., LTD",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Platformer;2D,52,267,122,0,0,20000-50000,15.99
761600,Onimusha: Warlords / 鬼武者,2019-01-15,1,"CAPCOM CO., LTD","CAPCOM CO., LTD",windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Action;Violent;Hack and Slash,55,395,30,56,56,0-20000,15.99
